экран;вкладка;подвкладка;вид (переключатель);основная кнопка;кнопка файл:строка;№;вид элемента;подпись;key;умолчание ni;умолчание al;умолчание fe;мин;макс;шаг;условие показа;в раскрывающемся блоке;форма;в одной строке (st.columns);обязательное;через функцию;подсказка (help);прочее;файл:строка
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;11;радио;Метод расчёта;solidification_method_{база};Сравнить равновесное и Scheil–Gulliver;Сравнить равновесное и Scheil–Gulliver;Сравнить равновесное и Scheil–Gulliver;;;;не (not scheil_available());;;;нет;;;;app/ThermoGar_app.py:10236
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;12;поле (число);Начальная температура, °C;ni: solidification_start_13_1_ni | al: solidification_start_13_1_al | fe: solidification_start_13_1_fe_thermogar_patch;1800;850;1500;;fe: 1726.85;25;не (not scheil_available());;;;нет;;ni: Температура должна соответствовать практически однофазному расплаву. ThermoGar может автоматически поднять её. | al: Температура должна соответствовать практически однофазному расплаву. ThermoGar может автоматически поднять её. | fe: Для mc_fe 2.062 расчёт ограничен верхней границей базы 2000 K…;;app/ThermoGar_app.py:10267
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;13;поле (число);Шаг охлаждения, °C;solidification_step_{база};10;5;10;0.1;;1;не (not scheil_available());;;;нет;;;;app/ThermoGar_app.py:10268
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;14;раскрывающийся блок;Точность и критерии (expanded=False);;;;;;;;не (not scheil_available());;;;;;;;app/ThermoGar_app.py:10276
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;15;галочка;Автоматически повысить температуру до однофазного расплава;solidification_auto_start_{база};True;True;True;;;;не (not scheil_available());Точность и критерии;;;нет;;;;app/ThermoGar_app.py:10277
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;16;поле (число);Шаг автоматического повышения, °C;solidification_start_increment_{база};50;50;50;1;;10;не (not scheil_available());Точность и критерии;;;нет;;;;app/ThermoGar_app.py:10282
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;17;поле (число);Максимальная проверяемая температура, °C (-200–1726.85);solidification_max_start_13_1_{база}_thermogar_patch;— (не показывается);— (не показывается);1726.85;-200;1726.85;25;не (not scheil_available()) И database_key == 'fe';Точность и критерии;;;нет;;"Верхняя граница mc_fe 2.062 — 2000 K (1726.85 °C); выше неё ThermoGar не ищет расплав.";;app/ThermoGar_app.py:10290
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;18;поле (число);Максимальная проверяемая температура, °C;solidification_max_start_13_1_{база};3000;3000;— (не показывается);-200;;100;не (not scheil_available()) И не (database_key == 'fe');Точность и критерии;;;нет;;;;app/ThermoGar_app.py:10303
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;19;поле (число);Scheil: остановить при остатке расплава, %;solidification_stop_{база};0.01;0.01;0.01;0.0001;5;0.01;не (not scheil_available());Точность и критерии;;;нет;;;;app/ThermoGar_app.py:10310
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;20;поле (число);Порог появления фазы, %;solidification_appearance_{база};0.01;0.01;0.01;0.0001;5;0.01;не (not scheil_available());Точность и критерии;;;нет;;;;app/ThermoGar_app.py:10319
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;21;поле (число);Показывать на графиках фазы от, %;solidification_display_{база};0.1;0.1;0.1;0;;0.1;не (not scheil_available());Точность и критерии;;;нет;;;;app/ThermoGar_app.py:10328
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;22;ползунок;Плотность начального поиска состояний;solidification_pdens_{база};50;50;50;[25, 50, 100, 200];;;не (not scheil_available());Точность и критерии;;;нет;;"25 — быстрее; 50 — рабочий режим; 100–200 — подробнее, но заметно дольше.";;app/ThermoGar_app.py:10335
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;23;поле (число);Точность поиска равновесного солидуса, °C;solidification_binary_tol_{база};0.1;0.1;0.1;0.01;;0.1;не (not scheil_available());Точность и критерии;;;нет;;;;app/ThermoGar_app.py:10345
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;24;галочка;Адаптивно уточнять состояния рядом с равновесием;solidification_adaptive_{база};True;True;True;;;;не (not scheil_available());Точность и критерии;;;нет;;;;app/ThermoGar_app.py:10353
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;25;плашка (error, текст исключения);Исправьте состав.;;;;;;;;не (not scheil_available()) И при исключении;;;;;;;;app/ThermoGar_app.py:10372
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;26;плашка (error);excluded_phase_message(rejected_candidates);;;;;;;;не (not scheil_available()) И solidification_candidate_phases И rejected_candidates;;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:10384;;;app/ThermoGar_app.py:2865
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;27;плашка (info);unbuildable_note;;;;;;;;не (not scheil_available()) И solidification_candidate_phases И unbuildable_note;;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:10384;;;app/ThermoGar_app.py:2868
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;28;раскрывающийся блок;Управление фазами / метастабильный расчёт (expanded=False);;;;;;;;не (not scheil_available()) И solidification_candidate_phases;;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:10384;;;app/ThermoGar_app.py:2873
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;29;радио;Набор фаз;solidification_phase_set_{база};быстрый набор (fast);быстрый набор (fast);быстрый набор (fast);;;;не (not scheil_available()) И solidification_candidate_phases И len(fast_phases) < len(all_phases);Управление фазами / метастабильный расчёт;;;нет;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:10384;;;app/ThermoGar_app.py:2895
S08;Затвердевание;—;;Рассчитать затвердевание;app/ThermoGar_app.py:10402;30;подпись;"Быстрый набор — обычные для практики фазы; если сомневаетесь, проверьте результат в режиме ""все фазы"".";;;;;;;;не (not scheil_available()) И solidification_candidate_phases И len(fast_phases) < len(all_phases);Управление фазами / метастабильный расчёт;;;;phase_selection_editor (ThermoGar_app.py:2846), вызов ThermoGar_app.py:10384;;;app/ThermoGar_app.py:2906
